META,META_1_day_ago,META_2_day_ago,META_3_day_ago,META_4_day_ago,META_5_day_ago,META_vol_1_day_ago,META_vol_2_day_ago,META_vol_3_day_ago,META_vol_4_day_ago,META_vol_5_day_ago,GOOG_1_day_ago,GOOG_2_day_ago,GOOG_3_day_ago,GOOG_4_day_ago,GOOG_5_day_ago,GOOG_vol_1_day_ago,GOOG_vol_2_day_ago,GOOG_vol_3_day_ago,GOOG_vol_4_day_ago,GOOG_vol_5_day_ago,AMZN_1_day_ago,AMZN_2_day_ago,AMZN_3_day_ago,AMZN_4_day_ago,AMZN_5_day_ago,AMZN_vol_1_day_ago,AMZN_vol_2_day_ago,AMZN_vol_3_day_ago,AMZN_vol_4_day_ago,AMZN_vol_5_day_ago,ADBE_1_day_ago,ADBE_2_day_ago,ADBE_3_day_ago,ADBE_4_day_ago,ADBE_5_day_ago,ADBE_vol_1_day_ago,ADBE_vol_2_day_ago,ADBE_vol_3_day_ago,ADBE_vol_4_day_ago,ADBE_vol_5_day_ago,XOM_1_day_ago,XOM_2_day_ago,XOM_3_day_ago,XOM_4_day_ago,XOM_5_day_ago,XOM_vol_1_day_ago,XOM_vol_2_day_ago,XOM_vol_3_day_ago,XOM_vol_4_day_ago,XOM_vol_5_day_ago,MRK_1_day_ago,MRK_2_day_ago,MRK_3_day_ago,MRK_4_day_ago,MRK_5_day_ago,MRK_vol_1_day_ago,MRK_vol_2_day_ago,MRK_vol_3_day_ago,MRK_vol_4_day_ago,MRK_vol_5_day_ago,PG_1_day_ago,PG_2_day_ago,PG_3_day_ago,PG_4_day_ago,PG_5_day_ago,PG_vol_1_day_ago,PG_vol_2_day_ago,PG_vol_3_day_ago,PG_vol_4_day_ago,PG_vol_5_day_ago
27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,28.31999969482422,36350200.0,49642300.0,42098200.0,49396400.0,33109300.0,19.918092727661133,19.813982009887695,19.737518310546875,20.09592628479004,19.748228073120117,82463941.0,140781714.0,110982436.0,117711564.0,109601278.0,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,13.254500389099121,62496000.0,72748000.0,70578000.0,57084000.0,79598000.0,38.54999923706055,38.34000015258789,38.77000045776367,38.9900016784668,38.630001068115234,2835500.0,2872700.0,3129600.0,2056500.0,2367900.0,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,55.78313064575195,10260200.0,10939800.0,13936400.0,12158900.0,15696900.0,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,27.995080947875977,16132807.0,12390504.0,17607343.0,13944793.0,16326897.0,56.10228729248047,56.138729095458984,56.16787338256836,56.38645935058594,55.77437973022461,8433200.0,10305200.0,9275400.0,11783500.0,11165600.0
27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,34652000.0,36350200.0,49642300.0,42098200.0,49396400.0,19.69542694091797,19.918092727661133,19.813982009887695,19.737518310546875,20.09592628479004,92501423.0,82463941.0,140781714.0,110982436.0,117711564.0,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,60648000.0,62496000.0,72748000.0,70578000.0,57084000.0,38.11000061035156,38.54999923706055,38.34000015258789,38.77000045776367,38.9900016784668,2738700.0,2835500.0,2872700.0,3129600.0,2056500.0,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,15302900.0,10260200.0,10939800.0,13936400.0,12158900.0,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,20338850.0,16132807.0,12390504.0,17607343.0,13944793.0,55.32258224487305,56.10228729248047,56.138729095458984,56.16787338256836,56.38645935058594,9970400.0,8433200.0,10305200.0,9275400.0,11783500.0
26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,31611700.0,34652000.0,36350200.0,49642300.0,42098200.0,19.679485321044922,19.69542694091797,19.918092727661133,19.813982009887695,19.737518310546875,88430220.0,92501423.0,82463941.0,140781714.0,110982436.0,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,66972000.0,60648000.0,62496000.0,72748000.0,70578000.0,38.59000015258789,38.11000061035156,38.54999923706055,38.34000015258789,38.77000045776367,2925000.0,2738700.0,2835500.0,2872700.0,3129600.0,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,15073200.0,15302900.0,10260200.0,10939800.0,13936400.0,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,14570449.0,20338850.0,16132807.0,12390504.0,17607343.0,55.43915939331055,55.32258224487305,56.10228729248047,56.138729095458984,56.16787338256836,8378900.0,9970400.0,8433200.0,10305200.0,9275400.0
27.25,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,44319700.0,31611700.0,34652000.0,36350200.0,49642300.0,19.919836044311523,19.679485321044922,19.69542694091797,19.918092727661133,19.813982009887695,81347773.0,88430220.0,92501423.0,82463941.0,140781714.0,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,58162000.0,66972000.0,60648000.0,62496000.0,72748000.0,39.599998474121094,38.59000015258789,38.11000061035156,38.54999923706055,38.34000015258789,5285300.0,2925000.0,2738700.0,2835500.0,2872700.0,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,11195200.0,15073200.0,15302900.0,10260200.0,10939800.0,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,13537121.0,14570449.0,20338850.0,16132807.0,12390504.0,55.92739486694336,55.43915939331055,55.32258224487305,56.10228729248047,56.138729095458984,7567800.0,8378900.0,9970400.0,8433200.0,10305200.0
27.780000686645508,27.25,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,83027800.0,44319700.0,31611700.0,34652000.0,36350200.0,19.955202102661133,19.919836044311523,19.679485321044922,19.69542694091797,19.918092727661133,90971711.0,81347773.0,88430220.0,92501423.0,82463941.0,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,53344000.0,58162000.0,66972000.0,60648000.0,62496000.0,39.310001373291016,39.599998474121094,38.59000015258789,38.11000061035156,38.54999923706055,3637600.0,5285300.0,2925000.0,2738700.0,2835500.0,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,14552000.0,11195200.0,15073200.0,15302900.0,10260200.0,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,14893442.0,13537121.0,14570449.0,20338850.0,16132807.0,55.51203918457031,55.92739486694336,55.43915939331055,55.32258224487305,56.10228729248047,10466900.0,7567800.0,8378900.0,9970400.0,8433200.0
27.719999313354492,27.780000686645508,27.25,26.8700008392334,27.389999389648438,27.270000457763672,54064800.0,83027800.0,44319700.0,31611700.0,34652000.0,20.079486846923828,19.955202102661133,19.919836044311523,19.679485321044922,19.69542694091797,87342157.0,90971711.0,81347773.0,88430220.0,92501423.0,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,59140000.0,53344000.0,58162000.0,66972000.0,60648000.0,39.83000183105469,39.310001373291016,39.599998474121094,38.59000015258789,38.11000061035156,2328200.0,3637600.0,5285300.0,2925000.0,2738700.0,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,11301600.0,14552000.0,11195200.0,15073200.0,15302900.0,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,15527482.0,14893442.0,13537121.0,14570449.0,20338850.0,55.737945556640625,55.51203918457031,55.92739486694336,55.43915939331055,55.32258224487305,9599700.0,10466900.0,7567800.0,8378900.0,9970400.0
27.520000457763672,27.719999313354492,27.780000686645508,27.25,26.8700008392334,27.389999389648438,32400700.0,54064800.0,83027800.0,44319700.0,31611700.0,20.46080780029297,20.079486846923828,19.955202102661133,19.919836044311523,19.679485321044922,111440145.0,87342157.0,90971711.0,81347773.0,88430220.0,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,69060000.0,59140000.0,53344000.0,58162000.0,66972000.0,40.459999084472656,39.83000183105469,39.310001373291016,39.599998474121094,38.59000015258789,2423600.0,2328200.0,3637600.0,5285300.0,2925000.0,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,10994000.0,11301600.0,14552000.0,11195200.0,15073200.0,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,14839890.0,15527482.0,14893442.0,13537121.0,14570449.0,55.87638473510742,55.737945556640625,55.51203918457031,55.92739486694336,55.43915939331055,7631000.0,9599700.0,10466900.0,7567800.0,8378900.0
27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,27.25,26.8700008392334,40622200.0,32400700.0,54064800.0,83027800.0,44319700.0,20.88671112060547,20.46080780029297,20.079486846923828,19.955202102661133,19.919836044311523,162370331.0,111440145.0,87342157.0,90971711.0,81347773.0,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,73724000.0,69060000.0,59140000.0,53344000.0,58162000.0,41.459999084472656,40.459999084472656,39.83000183105469,39.310001373291016,39.599998474121094,4236600.0,2423600.0,2328200.0,3637600.0,5285300.0,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,13072600.0,10994000.0,11301600.0,14552000.0,11195200.0,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,15843769.0,14839890.0,15527482.0,14893442.0,13537121.0,56.145999908447266,55.87638473510742,55.737945556640625,55.51203918457031,55.92739486694336,9716200.0,7631000.0,9599700.0,10466900.0,7567800.0
28.579999923706055,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,27.25,33532600.0,40622200.0,32400700.0,54064800.0,83027800.0,20.706886291503906,20.88671112060547,20.46080780029297,20.079486846923828,19.955202102661133,115350748.0,162370331.0,111440145.0,87342157.0,90971711.0,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,41014000.0,73724000.0,69060000.0,59140000.0,53344000.0,41.290000915527344,41.459999084472656,40.459999084472656,39.83000183105469,39.310001373291016,2835600.0,4236600.0,2423600.0,2328200.0,3637600.0,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,13234400.0,13072600.0,10994000.0,11301600.0,14552000.0,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,19301121.0,15843769.0,14839890.0,15527482.0,14893442.0,56.255313873291016,56.145999908447266,55.87638473510742,55.737945556640625,55.51203918457031,7194700.0,9716200.0,7631000.0,9599700.0,10466900.0
27.959999084472656,28.579999923706055,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,74540200.0,33532600.0,40622200.0,32400700.0,54064800.0,20.737272262573242,20.706886291503906,20.88671112060547,20.46080780029297,20.079486846923828,82415761.0,115350748.0,162370331.0,111440145.0,87342157.0,13.694000244140625,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,38780000.0,41014000.0,73724000.0,69060000.0,59140000.0,41.5,41.290000915527344,41.459999084472656,40.459999084472656,39.83000183105469,2678600.0,2835600.0,4236600.0,2423600.0,2328200.0,56.00409698486328,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,12905300.0,13234400.0,13072600.0,10994000.0,11301600.0,29.245466232299805,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,14392813.0,19301121.0,15843769.0,14839890.0,15527482.0,56.03668212890625,56.255313873291016,56.145999908447266,55.87638473510742,55.737945556640625,7111400.0,7194700.0,9716200.0,7631000.0,9599700.0
