GOOG,GOOG_1_day_ago,GOOG_2_day_ago,GOOG_3_day_ago,GOOG_4_day_ago,GOOG_5_day_ago,GOOG_vol_1_day_ago,GOOG_vol_2_day_ago,GOOG_vol_3_day_ago,GOOG_vol_4_day_ago,GOOG_vol_5_day_ago,MSFT_1_day_ago,MSFT_2_day_ago,MSFT_3_day_ago,MSFT_4_day_ago,MSFT_5_day_ago,MSFT_vol_1_day_ago,MSFT_vol_2_day_ago,MSFT_vol_3_day_ago,MSFT_vol_4_day_ago,MSFT_vol_5_day_ago,AMZN_1_day_ago,AMZN_2_day_ago,AMZN_3_day_ago,AMZN_4_day_ago,AMZN_5_day_ago,AMZN_vol_1_day_ago,AMZN_vol_2_day_ago,AMZN_vol_3_day_ago,AMZN_vol_4_day_ago,AMZN_vol_5_day_ago,ADBE_1_day_ago,ADBE_2_day_ago,ADBE_3_day_ago,ADBE_4_day_ago,ADBE_5_day_ago,ADBE_vol_1_day_ago,ADBE_vol_2_day_ago,ADBE_vol_3_day_ago,ADBE_vol_4_day_ago,ADBE_vol_5_day_ago,MRK_1_day_ago,MRK_2_day_ago,MRK_3_day_ago,MRK_4_day_ago,MRK_5_day_ago,MRK_vol_1_day_ago,MRK_vol_2_day_ago,MRK_vol_3_day_ago,MRK_vol_4_day_ago,MRK_vol_5_day_ago,LLY_1_day_ago,LLY_2_day_ago,LLY_3_day_ago,LLY_4_day_ago,LLY_5_day_ago,LLY_vol_1_day_ago,LLY_vol_2_day_ago,LLY_vol_3_day_ago,LLY_vol_4_day_ago,LLY_vol_5_day_ago,XOM_1_day_ago,XOM_2_day_ago,XOM_3_day_ago,XOM_4_day_ago,XOM_5_day_ago,XOM_vol_1_day_ago,XOM_vol_2_day_ago,XOM_vol_3_day_ago,XOM_vol_4_day_ago,XOM_vol_5_day_ago
19.69542694091797,19.918092727661133,19.813982009887695,19.737518310546875,20.09592628479004,19.748228073120117,82463941.0,140781714.0,110982436.0,117711564.0,109601278.0,22.834564208984375,22.612468719482422,22.925045013427734,23.07311248779297,22.851011276245117,31425900.0,49078500.0,44110200.0,38781400.0,49650900.0,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,13.254500389099121,62496000.0,72748000.0,70578000.0,57084000.0,79598000.0,38.54999923706055,38.34000015258789,38.77000045776367,38.9900016784668,38.630001068115234,2835500.0,2872700.0,3129600.0,2056500.0,2367900.0,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,27.995080947875977,16132807.0,12390504.0,17607343.0,13944793.0,16326897.0,42.43282699584961,42.23735809326172,42.448463439941406,42.36245346069336,41.901145935058594,5519000.0,5512500.0,4446300.0,3981200.0,5482800.0,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,55.78313064575195,10260200.0,10939800.0,13936400.0,12158900.0,15696900.0
19.679485321044922,19.69542694091797,19.918092727661133,19.813982009887695,19.737518310546875,20.09592628479004,92501423.0,82463941.0,140781714.0,110982436.0,117711564.0,22.513763427734375,22.834564208984375,22.612468719482422,22.925045013427734,23.07311248779297,48011800.0,31425900.0,49078500.0,44110200.0,38781400.0,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,60648000.0,62496000.0,72748000.0,70578000.0,57084000.0,38.11000061035156,38.54999923706055,38.34000015258789,38.77000045776367,38.9900016784668,2738700.0,2835500.0,2872700.0,3129600.0,2056500.0,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,20338850.0,16132807.0,12390504.0,17607343.0,13944793.0,42.0418701171875,42.43282699584961,42.23735809326172,42.448463439941406,42.36245346069336,6361000.0,5519000.0,5512500.0,4446300.0,3981200.0,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,15302900.0,10260200.0,10939800.0,13936400.0,12158900.0
19.919836044311523,19.679485321044922,19.69542694091797,19.918092727661133,19.813982009887695,19.737518310546875,88430220.0,92501423.0,82463941.0,140781714.0,110982436.0,22.513763427734375,22.513763427734375,22.834564208984375,22.612468719482422,22.925045013427734,49923300.0,48011800.0,31425900.0,49078500.0,44110200.0,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,66972000.0,60648000.0,62496000.0,72748000.0,70578000.0,38.59000015258789,38.11000061035156,38.54999923706055,38.34000015258789,38.77000045776367,2925000.0,2738700.0,2835500.0,2872700.0,3129600.0,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,14570449.0,20338850.0,16132807.0,12390504.0,17607343.0,42.55792236328125,42.0418701171875,42.43282699584961,42.23735809326172,42.448463439941406,4772100.0,6361000.0,5519000.0,5512500.0,4446300.0,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,15073200.0,15302900.0,10260200.0,10939800.0,13936400.0
19.955202102661133,19.919836044311523,19.679485321044922,19.69542694091797,19.918092727661133,19.813982009887695,81347773.0,88430220.0,92501423.0,82463941.0,140781714.0,22.87569808959961,22.513763427734375,22.513763427734375,22.834564208984375,22.612468719482422,36394700.0,49923300.0,48011800.0,31425900.0,49078500.0,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,58162000.0,66972000.0,60648000.0,62496000.0,72748000.0,39.599998474121094,38.59000015258789,38.11000061035156,38.54999923706055,38.34000015258789,5285300.0,2925000.0,2738700.0,2835500.0,2872700.0,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,13537121.0,14570449.0,20338850.0,16132807.0,12390504.0,42.84722137451172,42.55792236328125,42.0418701171875,42.43282699584961,42.23735809326172,3972000.0,4772100.0,6361000.0,5519000.0,5512500.0,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,11195200.0,15073200.0,15302900.0,10260200.0,10939800.0
20.079486846923828,19.955202102661133,19.919836044311523,19.679485321044922,19.69542694091797,19.918092727661133,90971711.0,81347773.0,88430220.0,92501423.0,82463941.0,22.86746597290039,22.87569808959961,22.513763427734375,22.513763427734375,22.834564208984375,35840200.0,36394700.0,49923300.0,48011800.0,31425900.0,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,53344000.0,58162000.0,66972000.0,60648000.0,62496000.0,39.310001373291016,39.599998474121094,38.59000015258789,38.11000061035156,38.54999923706055,3637600.0,5285300.0,2925000.0,2738700.0,2835500.0,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,14893442.0,13537121.0,14570449.0,20338850.0,16132807.0,42.73776626586914,42.84722137451172,42.55792236328125,42.0418701171875,42.43282699584961,5877500.0,3972000.0,4772100.0,6361000.0,5519000.0,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,14552000.0,11195200.0,15073200.0,15302900.0,10260200.0
20.46080780029297,20.079486846923828,19.955202102661133,19.919836044311523,19.679485321044922,19.69542694091797,87342157.0,90971711.0,81347773.0,88430220.0,92501423.0,22.9908504486084,22.86746597290039,22.87569808959961,22.513763427734375,22.513763427734375,34849700.0,35840200.0,36394700.0,49923300.0,48011800.0,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,59140000.0,53344000.0,58162000.0,66972000.0,60648000.0,39.83000183105469,39.310001373291016,39.599998474121094,38.59000015258789,38.11000061035156,2328200.0,3637600.0,5285300.0,2925000.0,2738700.0,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,15527482.0,14893442.0,13537121.0,14570449.0,20338850.0,42.83158493041992,42.73776626586914,42.84722137451172,42.55792236328125,42.0418701171875,4592600.0,5877500.0,3972000.0,4772100.0,6361000.0,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,11301600.0,14552000.0,11195200.0,15073200.0,15302900.0
20.88671112060547,20.46080780029297,20.079486846923828,19.955202102661133,19.919836044311523,19.679485321044922,111440145.0,87342157.0,90971711.0,81347773.0,88430220.0,23.155372619628906,22.9908504486084,22.86746597290039,22.87569808959961,22.513763427734375,38157500.0,34849700.0,35840200.0,36394700.0,49923300.0,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,69060000.0,59140000.0,53344000.0,58162000.0,66972000.0,40.459999084472656,39.83000183105469,39.310001373291016,39.599998474121094,38.59000015258789,2423600.0,2328200.0,3637600.0,5285300.0,2925000.0,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,14839890.0,15527482.0,14893442.0,13537121.0,14570449.0,42.81594467163086,42.83158493041992,42.73776626586914,42.84722137451172,42.55792236328125,4424200.0,4592600.0,5877500.0,3972000.0,4772100.0,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,10994000.0,11301600.0,14552000.0,11195200.0,15073200.0
20.706886291503906,20.88671112060547,20.46080780029297,20.079486846923828,19.955202102661133,19.919836044311523,162370331.0,111440145.0,87342157.0,90971711.0,81347773.0,23.319881439208984,23.155372619628906,22.9908504486084,22.86746597290039,22.87569808959961,41432200.0,38157500.0,34849700.0,35840200.0,36394700.0,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,73724000.0,69060000.0,59140000.0,53344000.0,58162000.0,41.459999084472656,40.459999084472656,39.83000183105469,39.310001373291016,39.599998474121094,4236600.0,2423600.0,2328200.0,3637600.0,5285300.0,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,15843769.0,14839890.0,15527482.0,14893442.0,13537121.0,43.42581558227539,42.81594467163086,42.83158493041992,42.73776626586914,42.84722137451172,4866800.0,4424200.0,4592600.0,5877500.0,3972000.0,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,13072600.0,10994000.0,11301600.0,14552000.0,11195200.0
20.737272262573242,20.706886291503906,20.88671112060547,20.46080780029297,20.079486846923828,19.955202102661133,115350748.0,162370331.0,111440145.0,87342157.0,90971711.0,23.10601234436035,23.319881439208984,23.155372619628906,22.9908504486084,22.86746597290039,51448500.0,41432200.0,38157500.0,34849700.0,35840200.0,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,41014000.0,73724000.0,69060000.0,59140000.0,53344000.0,41.290000915527344,41.459999084472656,40.459999084472656,39.83000183105469,39.310001373291016,2835600.0,4236600.0,2423600.0,2328200.0,3637600.0,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,19301121.0,15843769.0,14839890.0,15527482.0,14893442.0,43.066165924072266,43.42581558227539,42.81594467163086,42.83158493041992,42.73776626586914,6787700.0,4866800.0,4424200.0,4592600.0,5877500.0,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,13234400.0,13072600.0,10994000.0,11301600.0,14552000.0
20.710372924804688,20.737272262573242,20.706886291503906,20.88671112060547,20.46080780029297,20.079486846923828,82415761.0,115350748.0,162370331.0,111440145.0,87342157.0,23.14714241027832,23.10601234436035,23.319881439208984,23.155372619628906,22.9908504486084,29196700.0,51448500.0,41432200.0,38157500.0,34849700.0,13.694000244140625,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,38780000.0,41014000.0,73724000.0,69060000.0,59140000.0,41.5,41.290000915527344,41.459999084472656,40.459999084472656,39.83000183105469,2678600.0,2835600.0,4236600.0,2423600.0,2328200.0,29.245466232299805,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,14392813.0,19301121.0,15843769.0,14839890.0,15527482.0,43.277252197265625,43.066165924072266,43.42581558227539,42.81594467163086,42.83158493041992,3602300.0,6787700.0,4866800.0,4424200.0,4592600.0,56.00409698486328,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,12905300.0,13234400.0,13072600.0,10994000.0,11301600.0
