ABBV,ABBV_1_day_ago,ABBV_2_day_ago,ABBV_3_day_ago,ABBV_4_day_ago,ABBV_5_day_ago,ABBV_vol_1_day_ago,ABBV_vol_2_day_ago,ABBV_vol_3_day_ago,ABBV_vol_4_day_ago,ABBV_vol_5_day_ago,JNJ_1_day_ago,JNJ_2_day_ago,JNJ_3_day_ago,JNJ_4_day_ago,JNJ_5_day_ago,JNJ_vol_1_day_ago,JNJ_vol_2_day_ago,JNJ_vol_3_day_ago,JNJ_vol_4_day_ago,JNJ_vol_5_day_ago,MRK_1_day_ago,MRK_2_day_ago,MRK_3_day_ago,MRK_4_day_ago,MRK_5_day_ago,MRK_vol_1_day_ago,MRK_vol_2_day_ago,MRK_vol_3_day_ago,MRK_vol_4_day_ago,MRK_vol_5_day_ago,LLY_1_day_ago,LLY_2_day_ago,LLY_3_day_ago,LLY_4_day_ago,LLY_5_day_ago,LLY_vol_1_day_ago,LLY_vol_2_day_ago,LLY_vol_3_day_ago,LLY_vol_4_day_ago,LLY_vol_5_day_ago,TSLA_1_day_ago,TSLA_2_day_ago,TSLA_3_day_ago,TSLA_4_day_ago,TSLA_5_day_ago,TSLA_vol_1_day_ago,TSLA_vol_2_day_ago,TSLA_vol_3_day_ago,TSLA_vol_4_day_ago,TSLA_vol_5_day_ago,META_1_day_ago,META_2_day_ago,META_3_day_ago,META_4_day_ago,META_5_day_ago,META_vol_1_day_ago,META_vol_2_day_ago,META_vol_3_day_ago,META_vol_4_day_ago,META_vol_5_day_ago,NVDA_1_day_ago,NVDA_2_day_ago,NVDA_3_day_ago,NVDA_4_day_ago,NVDA_5_day_ago,NVDA_vol_1_day_ago,NVDA_vol_2_day_ago,NVDA_vol_3_day_ago,NVDA_vol_4_day_ago,NVDA_vol_5_day_ago
23.911725997924805,24.609180450439453,24.813926696777344,24.70516586303711,24.43641471862793,24.046098709106445,4490400.0,7260900.0,8096400.0,8292700.0,13296300.0,56.819908142089844,56.82736587524414,56.664737701416016,56.89387512207031,56.30248260498047,8571500.0,9465700.0,7857500.0,9747400.0,10528400.0,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,27.995080947875977,16132807.0,12390504.0,17607343.0,13944793.0,16326897.0,42.43282699584961,42.23735809326172,42.448463439941406,42.36245346069336,41.901145935058594,5519000.0,5512500.0,4446300.0,3981200.0,5482800.0,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,2.4693329334259033,38209500.0,135567000.0,46830000.0,40521000.0,30264000.0,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,28.31999969482422,36350200.0,49642300.0,42098200.0,49396400.0,33109300.0,2.889814615249634,2.8367276191711426,2.8575007915496826,2.8990468978881836,2.938286542892456,37014800.0,58040800.0,71301200.0,43355200.0,73386000.0
23.732563018798828,23.911725997924805,24.609180450439453,24.813926696777344,24.70516586303711,24.43641471862793,4665600.0,4490400.0,7260900.0,8096400.0,8292700.0,56.31319046020508,56.819908142089844,56.82736587524414,56.664737701416016,56.89387512207031,10603300.0,8571500.0,9465700.0,7857500.0,9747400.0,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,28.535778045654297,20338850.0,16132807.0,12390504.0,17607343.0,13944793.0,42.0418701171875,42.43282699584961,42.23735809326172,42.448463439941406,42.36245346069336,6361000.0,5519000.0,5512500.0,4446300.0,3981200.0,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,43341000.0,38209500.0,135567000.0,46830000.0,40521000.0,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,34652000.0,36350200.0,49642300.0,42098200.0,49396400.0,2.8390352725982666,2.889814615249634,2.8367276191711426,2.8575007915496826,2.8990468978881836,64444400.0,37014800.0,58040800.0,71301200.0,43355200.0
23.50221824645996,23.732563018798828,23.911725997924805,24.609180450439453,24.813926696777344,24.70516586303711,4463000.0,4665600.0,4490400.0,7260900.0,8096400.0,56.44732666015625,56.31319046020508,56.819908142089844,56.82736587524414,56.664737701416016,10742100.0,10603300.0,8571500.0,9465700.0,7857500.0,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,28.833171844482422,14570449.0,20338850.0,16132807.0,12390504.0,17607343.0,42.55792236328125,42.0418701171875,42.43282699584961,42.23735809326172,42.448463439941406,4772100.0,6361000.0,5519000.0,5512500.0,4446300.0,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,41443500.0,43341000.0,38209500.0,135567000.0,46830000.0,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,31611700.0,34652000.0,36350200.0,49642300.0,42098200.0,2.872708797454834,2.8390352725982666,2.889814615249634,2.8367276191711426,2.8575007915496826,48750400.0,64444400.0,37014800.0,58040800.0,71301200.0
23.6237850189209,23.50221824645996,23.732563018798828,23.911725997924805,24.609180450439453,24.813926696777344,12238400.0,4463000.0,4665600.0,4490400.0,7260900.0,56.87207794189453,56.44732666015625,56.31319046020508,56.819908142089844,56.82736587524414,8180300.0,10742100.0,10603300.0,8571500.0,9465700.0,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,28.725021362304688,13537121.0,14570449.0,20338850.0,16132807.0,12390504.0,42.84722137451172,42.55792236328125,42.0418701171875,42.43282699584961,42.23735809326172,3972000.0,4772100.0,6361000.0,5519000.0,5512500.0,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,29388000.0,41443500.0,43341000.0,38209500.0,135567000.0,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,44319700.0,31611700.0,34652000.0,36350200.0,49642300.0,2.9261221885681152,2.872708797454834,2.8390352725982666,2.889814615249634,2.8367276191711426,47698000.0,48750400.0,64444400.0,37014800.0,58040800.0
24.193273544311523,23.6237850189209,23.50221824645996,23.732563018798828,23.911725997924805,24.609180450439453,10321000.0,12238400.0,4463000.0,4665600.0,4490400.0,56.715614318847656,56.87207794189453,56.44732666015625,56.31319046020508,56.819908142089844,11806300.0,8180300.0,10742100.0,10603300.0,8571500.0,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,29.042699813842773,14893442.0,13537121.0,14570449.0,20338850.0,16132807.0,42.73776626586914,42.84722137451172,42.55792236328125,42.0418701171875,42.43282699584961,5877500.0,3972000.0,4772100.0,6361000.0,5519000.0,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,29473500.0,29388000.0,41443500.0,43341000.0,38209500.0,27.25,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,83027800.0,44319700.0,31611700.0,34652000.0,36350200.0,2.940056085586548,2.9261221885681152,2.872708797454834,2.8390352725982666,2.889814615249634,59139200.0,47698000.0,48750400.0,64444400.0,37014800.0
24.468412399291992,24.193273544311523,23.6237850189209,23.50221824645996,23.732563018798828,23.911725997924805,8929400.0,10321000.0,12238400.0,4463000.0,4665600.0,57.155250549316406,56.715614318847656,56.87207794189453,56.44732666015625,56.31319046020508,9528300.0,11806300.0,8180300.0,10742100.0,10603300.0,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,28.738540649414062,15527482.0,14893442.0,13537121.0,14570449.0,20338850.0,42.83158493041992,42.73776626586914,42.84722137451172,42.55792236328125,42.0418701171875,4592600.0,5877500.0,3972000.0,4772100.0,6361000.0,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,23199000.0,29473500.0,29388000.0,41443500.0,43341000.0,27.780000686645508,27.25,26.8700008392334,27.389999389648438,27.270000457763672,54064800.0,83027800.0,44319700.0,31611700.0,34652000.0,2.951667547225952,2.940056085586548,2.9261221885681152,2.872708797454834,2.8390352725982666,38939600.0,59139200.0,47698000.0,48750400.0,64444400.0
24.00130844116211,24.468412399291992,24.193273544311523,23.6237850189209,23.50221824645996,23.732563018798828,5420800.0,8929400.0,10321000.0,12238400.0,4463000.0,57.52783203125,57.155250549316406,56.715614318847656,56.87207794189453,56.44732666015625,12628000.0,9528300.0,11806300.0,8180300.0,10742100.0,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,28.670961380004883,14839890.0,15527482.0,14893442.0,13537121.0,14570449.0,42.81594467163086,42.83158493041992,42.73776626586914,42.84722137451172,42.55792236328125,4424200.0,4592600.0,5877500.0,3972000.0,4772100.0,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,26365500.0,23199000.0,29473500.0,29388000.0,41443500.0,27.719999313354492,27.780000686645508,27.25,26.8700008392334,27.389999389648438,32400700.0,54064800.0,83027800.0,44319700.0,31611700.0,2.940056085586548,2.951667547225952,2.940056085586548,2.9261221885681152,2.872708797454834,35368000.0,38939600.0,59139200.0,47698000.0,48750400.0
24.14847183227539,24.00130844116211,24.468412399291992,24.193273544311523,23.6237850189209,23.50221824645996,6650400.0,5420800.0,8929400.0,10321000.0,12238400.0,57.870609283447266,57.52783203125,57.155250549316406,56.715614318847656,56.87207794189453,9399400.0,12628000.0,9528300.0,11806300.0,8180300.0,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,29.042699813842773,15843769.0,14839890.0,15527482.0,14893442.0,13537121.0,43.42581558227539,42.81594467163086,42.83158493041992,42.73776626586914,42.84722137451172,4866800.0,4424200.0,4592600.0,5877500.0,3972000.0,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,31305000.0,26365500.0,23199000.0,29473500.0,29388000.0,27.520000457763672,27.719999313354492,27.780000686645508,27.25,26.8700008392334,40622200.0,32400700.0,54064800.0,83027800.0,44319700.0,2.972568988800049,2.940056085586548,2.951667547225952,2.940056085586548,2.9261221885681152,36616800.0,35368000.0,38939600.0,59139200.0,47698000.0
23.988506317138672,24.14847183227539,24.00130844116211,24.468412399291992,24.193273544311523,23.6237850189209,5489500.0,6650400.0,5420800.0,8929400.0,10321000.0,57.669410705566406,57.870609283447266,57.52783203125,57.155250549316406,56.715614318847656,8535200.0,9399400.0,12628000.0,9528300.0,11806300.0,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,28.880489349365234,19301121.0,15843769.0,14839890.0,15527482.0,14893442.0,43.066165924072266,43.42581558227539,42.81594467163086,42.83158493041992,42.73776626586914,6787700.0,4866800.0,4424200.0,4592600.0,5877500.0,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,17250000.0,31305000.0,26365500.0,23199000.0,29473500.0,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,27.25,33532600.0,40622200.0,32400700.0,54064800.0,83027800.0,2.9702465534210205,2.972568988800049,2.940056085586548,2.951667547225952,2.940056085586548,34292800.0,36616800.0,35368000.0,38939600.0,59139200.0
23.892534255981445,23.988506317138672,24.14847183227539,24.00130844116211,24.468412399291992,24.193273544311523,4442500.0,5489500.0,6650400.0,5420800.0,8929400.0,57.93769073486328,57.669410705566406,57.870609283447266,57.52783203125,57.155250549316406,7996500.0,8535200.0,9399400.0,12628000.0,9528300.0,29.245466232299805,29.5225772857666,29.231943130493164,29.292776107788086,28.812894821166992,14392813.0,19301121.0,15843769.0,14839890.0,15527482.0,43.277252197265625,43.066165924072266,43.42581558227539,42.81594467163086,42.83158493041992,3602300.0,6787700.0,4866800.0,4424200.0,4592600.0,2.5486669540405273,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,17374500.0,17250000.0,31305000.0,26365500.0,23199000.0,28.579999923706055,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,74540200.0,33532600.0,40622200.0,32400700.0,54064800.0,2.9632790088653564,2.9702465534210205,2.972568988800049,2.940056085586548,2.951667547225952,31482400.0,34292800.0,36616800.0,35368000.0,38939600.0
