COST,COST_1_day_ago,COST_2_day_ago,COST_3_day_ago,COST_4_day_ago,COST_5_day_ago,COST_vol_1_day_ago,COST_vol_2_day_ago,COST_vol_3_day_ago,COST_vol_4_day_ago,COST_vol_5_day_ago,HD_1_day_ago,HD_2_day_ago,HD_3_day_ago,HD_4_day_ago,HD_5_day_ago,HD_vol_1_day_ago,HD_vol_2_day_ago,HD_vol_3_day_ago,HD_vol_4_day_ago,HD_vol_5_day_ago,PEP_1_day_ago,PEP_2_day_ago,PEP_3_day_ago,PEP_4_day_ago,PEP_5_day_ago,PEP_vol_1_day_ago,PEP_vol_2_day_ago,PEP_vol_3_day_ago,PEP_vol_4_day_ago,PEP_vol_5_day_ago,MSFT_1_day_ago,MSFT_2_day_ago,MSFT_3_day_ago,MSFT_4_day_ago,MSFT_5_day_ago,MSFT_vol_1_day_ago,MSFT_vol_2_day_ago,MSFT_vol_3_day_ago,MSFT_vol_4_day_ago,MSFT_vol_5_day_ago,XOM_1_day_ago,XOM_2_day_ago,XOM_3_day_ago,XOM_4_day_ago,XOM_5_day_ago,XOM_vol_1_day_ago,XOM_vol_2_day_ago,XOM_vol_3_day_ago,XOM_vol_4_day_ago,XOM_vol_5_day_ago,CVX_1_day_ago,CVX_2_day_ago,CVX_3_day_ago,CVX_4_day_ago,CVX_5_day_ago,CVX_vol_1_day_ago,CVX_vol_2_day_ago,CVX_vol_3_day_ago,CVX_vol_4_day_ago,CVX_vol_5_day_ago,TSLA_1_day_ago,TSLA_2_day_ago,TSLA_3_day_ago,TSLA_4_day_ago,TSLA_5_day_ago,TSLA_vol_1_day_ago,TSLA_vol_2_day_ago,TSLA_vol_3_day_ago,TSLA_vol_4_day_ago,TSLA_vol_5_day_ago
79.88963317871094,80.74369049072266,80.36854553222656,80.67982482910156,81.33432006835938,81.54986572265625,1576200.0,2730500.0,1915100.0,1894200.0,4239800.0,51.011512756347656,50.078094482421875,51.680458068847656,52.54387283325195,52.52052307128906,7500700.0,10622400.0,5598400.0,5455500.0,8131200.0,55.11566925048828,54.96250915527344,55.006263732910156,55.06460952758789,53.73723602294922,4971300.0,5645200.0,7637900.0,10825700.0,9345800.0,22.834564208984375,22.612468719482422,22.925045013427734,23.07311248779297,22.851011276245117,31425900.0,49078500.0,44110200.0,38781400.0,49650900.0,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,55.78313064575195,10260200.0,10939800.0,13936400.0,12158900.0,15696900.0,74.3586654663086,73.73663330078125,73.73663330078125,74.33297729492188,73.71741485595703,5207200.0,4795100.0,5447000.0,5023300.0,6353200.0,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,2.4693329334259033,38209500.0,135567000.0,46830000.0,40521000.0,30264000.0
79.37876892089844,79.88963317871094,80.74369049072266,80.36854553222656,80.67982482910156,81.33432006835938,1644000.0,1576200.0,2730500.0,1915100.0,1894200.0,49.720279693603516,51.011512756347656,50.078094482421875,51.680458068847656,52.54387283325195,10268800.0,7500700.0,10622400.0,5598400.0,5455500.0,54.83853530883789,55.11566925048828,54.96250915527344,55.006263732910156,55.06460952758789,7600400.0,4971300.0,5645200.0,7637900.0,10825700.0,22.513763427734375,22.834564208984375,22.612468719482422,22.925045013427734,23.07311248779297,48011800.0,31425900.0,49078500.0,44110200.0,38781400.0,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,15302900.0,10260200.0,10939800.0,13936400.0,12158900.0,72.80683135986328,74.3586654663086,73.73663330078125,73.73663330078125,74.33297729492188,7522800.0,5207200.0,4795100.0,5447000.0,5023300.0,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,43341000.0,38209500.0,135567000.0,46830000.0,40521000.0
80.40048217773438,79.37876892089844,79.88963317871094,80.74369049072266,80.36854553222656,80.67982482910156,2915100.0,1644000.0,1576200.0,2730500.0,1915100.0,52.55164337158203,49.720279693603516,51.011512756347656,50.078094482421875,51.680458068847656,22792900.0,10268800.0,7500700.0,10622400.0,5598400.0,55.15211868286133,54.83853530883789,55.11566925048828,54.96250915527344,55.006263732910156,6176900.0,7600400.0,4971300.0,5645200.0,7637900.0,22.513763427734375,22.513763427734375,22.834564208984375,22.612468719482422,22.925045013427734,49923300.0,48011800.0,31425900.0,49078500.0,44110200.0,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,15073200.0,15302900.0,10260200.0,10939800.0,13936400.0,73.71741485595703,72.80683135986328,74.3586654663086,73.73663330078125,73.73663330078125,6113100.0,7522800.0,5207200.0,4795100.0,5447000.0,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,41443500.0,43341000.0,38209500.0,135567000.0,46830000.0
80.8474349975586,80.40048217773438,79.37876892089844,79.88963317871094,80.74369049072266,80.36854553222656,2511000.0,2915100.0,1644000.0,1576200.0,2730500.0,52.940582275390625,52.55164337158203,49.720279693603516,51.011512756347656,50.078094482421875,14180400.0,22792900.0,10268800.0,7500700.0,10622400.0,55.44374084472656,55.15211868286133,54.83853530883789,55.11566925048828,54.96250915527344,4655800.0,6176900.0,7600400.0,4971300.0,5645200.0,22.87569808959961,22.513763427734375,22.513763427734375,22.834564208984375,22.612468719482422,36394700.0,49923300.0,48011800.0,31425900.0,49078500.0,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,11195200.0,15073200.0,15302900.0,10260200.0,10939800.0,74.80110931396484,73.71741485595703,72.80683135986328,74.3586654663086,73.73663330078125,4540600.0,6113100.0,7522800.0,5207200.0,4795100.0,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,29388000.0,41443500.0,43341000.0,38209500.0,135567000.0
80.95120239257812,80.8474349975586,80.40048217773438,79.37876892089844,79.88963317871094,80.74369049072266,2213200.0,2511000.0,2915100.0,1644000.0,1576200.0,53.282833099365234,52.940582275390625,52.55164337158203,49.720279693603516,51.011512756347656,8705100.0,14180400.0,22792900.0,10268800.0,7500700.0,55.65675735473633,55.44374084472656,55.15211868286133,54.83853530883789,55.11566925048828,6007400.0,4655800.0,6176900.0,7600400.0,4971300.0,22.86746597290039,22.87569808959961,22.513763427734375,22.513763427734375,22.834564208984375,35840200.0,36394700.0,49923300.0,48011800.0,31425900.0,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,14552000.0,11195200.0,15073200.0,15302900.0,10260200.0,75.12173461914062,74.80110931396484,73.71741485595703,72.80683135986328,74.3586654663086,5953600.0,4540600.0,6113100.0,7522800.0,5207200.0,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,29473500.0,29388000.0,41443500.0,43341000.0,38209500.0
82.5555419921875,80.95120239257812,80.8474349975586,80.40048217773438,79.37876892089844,79.88963317871094,1790100.0,2213200.0,2511000.0,2915100.0,1644000.0,53.695091247558594,53.282833099365234,52.940582275390625,52.55164337158203,49.720279693603516,6241800.0,8705100.0,14180400.0,22792900.0,10268800.0,55.77430725097656,55.65675735473633,55.44374084472656,55.15211868286133,54.83853530883789,4282100.0,6007400.0,4655800.0,6176900.0,7600400.0,22.9908504486084,22.86746597290039,22.87569808959961,22.513763427734375,22.513763427734375,34849700.0,35840200.0,36394700.0,49923300.0,48011800.0,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,11301600.0,14552000.0,11195200.0,15073200.0,15302900.0,74.96143341064453,75.12173461914062,74.80110931396484,73.71741485595703,72.80683135986328,5570300.0,5953600.0,4540600.0,6113100.0,7522800.0,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,23199000.0,29473500.0,29388000.0,41443500.0,43341000.0
82.33204650878906,82.5555419921875,80.95120239257812,80.8474349975586,80.40048217773438,79.37876892089844,1942000.0,1790100.0,2213200.0,2511000.0,2915100.0,54.675209045410156,53.695091247558594,53.282833099365234,52.940582275390625,52.55164337158203,8375900.0,6241800.0,8705100.0,14180400.0,22792900.0,56.26642990112305,55.77430725097656,55.65675735473633,55.44374084472656,55.15211868286133,5558800.0,4282100.0,6007400.0,4655800.0,6176900.0,23.155372619628906,22.9908504486084,22.86746597290039,22.87569808959961,22.513763427734375,38157500.0,34849700.0,35840200.0,36394700.0,49923300.0,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,10994000.0,11301600.0,14552000.0,11195200.0,15073200.0,75.33972930908203,74.96143341064453,75.12173461914062,74.80110931396484,73.71741485595703,5046700.0,5570300.0,5953600.0,4540600.0,6113100.0,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,26365500.0,23199000.0,29473500.0,29388000.0,41443500.0
81.86113739013672,82.33204650878906,82.5555419921875,80.95120239257812,80.8474349975586,80.40048217773438,1611700.0,1942000.0,1790100.0,2213200.0,2511000.0,54.81520080566406,54.675209045410156,53.695091247558594,53.282833099365234,52.940582275390625,8323800.0,8375900.0,6241800.0,8705100.0,14180400.0,56.48679733276367,56.26642990112305,55.77430725097656,55.65675735473633,55.44374084472656,7424800.0,5558800.0,4282100.0,6007400.0,4655800.0,23.319881439208984,23.155372619628906,22.9908504486084,22.86746597290039,22.87569808959961,41432200.0,38157500.0,34849700.0,35840200.0,36394700.0,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,13072600.0,10994000.0,11301600.0,14552000.0,11195200.0,75.62187957763672,75.33972930908203,74.96143341064453,75.12173461914062,74.80110931396484,6356000.0,5046700.0,5570300.0,5953600.0,4540600.0,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,31305000.0,26365500.0,23199000.0,29473500.0,29388000.0
81.39022064208984,81.86113739013672,82.33204650878906,82.5555419921875,80.95120239257812,80.8474349975586,1254400.0,1611700.0,1942000.0,1790100.0,2213200.0,54.82297134399414,54.81520080566406,54.675209045410156,53.695091247558594,53.282833099365234,5276600.0,8323800.0,8375900.0,6241800.0,8705100.0,56.413352966308594,56.48679733276367,56.26642990112305,55.77430725097656,55.65675735473633,3940800.0,7424800.0,5558800.0,4282100.0,6007400.0,23.10601234436035,23.319881439208984,23.155372619628906,22.9908504486084,22.86746597290039,51448500.0,41432200.0,38157500.0,34849700.0,35840200.0,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,13234400.0,13072600.0,10994000.0,11301600.0,14552000.0,75.9681625366211,75.62187957763672,75.33972930908203,74.96143341064453,75.12173461914062,5362200.0,6356000.0,5046700.0,5570300.0,5953600.0,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,17250000.0,31305000.0,26365500.0,23199000.0,29473500.0
82.24427795410156,81.39022064208984,81.86113739013672,82.33204650878906,82.5555419921875,80.95120239257812,2603300.0,1254400.0,1611700.0,1942000.0,1790100.0,54.644081115722656,54.82297134399414,54.81520080566406,54.675209045410156,53.695091247558594,4998300.0,5276600.0,8323800.0,8375900.0,6241800.0,56.663089752197266,56.413352966308594,56.48679733276367,56.26642990112305,55.77430725097656,4461600.0,3940800.0,7424800.0,5558800.0,4282100.0,23.14714241027832,23.10601234436035,23.319881439208984,23.155372619628906,22.9908504486084,29196700.0,51448500.0,41432200.0,38157500.0,34849700.0,56.00409698486328,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,12905300.0,13234400.0,13072600.0,10994000.0,11301600.0,76.02588653564453,75.9681625366211,75.62187957763672,75.33972930908203,74.96143341064453,4378700.0,5362200.0,6356000.0,5046700.0,5570300.0,2.5486669540405273,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,17374500.0,17250000.0,31305000.0,26365500.0,23199000.0
