PG,PG_1_day_ago,PG_2_day_ago,PG_3_day_ago,PG_4_day_ago,PG_5_day_ago,PG_vol_1_day_ago,PG_vol_2_day_ago,PG_vol_3_day_ago,PG_vol_4_day_ago,PG_vol_5_day_ago,PEP_1_day_ago,PEP_2_day_ago,PEP_3_day_ago,PEP_4_day_ago,PEP_5_day_ago,PEP_vol_1_day_ago,PEP_vol_2_day_ago,PEP_vol_3_day_ago,PEP_vol_4_day_ago,PEP_vol_5_day_ago,JNJ_1_day_ago,JNJ_2_day_ago,JNJ_3_day_ago,JNJ_4_day_ago,JNJ_5_day_ago,JNJ_vol_1_day_ago,JNJ_vol_2_day_ago,JNJ_vol_3_day_ago,JNJ_vol_4_day_ago,JNJ_vol_5_day_ago,COST_1_day_ago,COST_2_day_ago,COST_3_day_ago,COST_4_day_ago,COST_5_day_ago,COST_vol_1_day_ago,COST_vol_2_day_ago,COST_vol_3_day_ago,COST_vol_4_day_ago,COST_vol_5_day_ago,TSLA_1_day_ago,TSLA_2_day_ago,TSLA_3_day_ago,TSLA_4_day_ago,TSLA_5_day_ago,TSLA_vol_1_day_ago,TSLA_vol_2_day_ago,TSLA_vol_3_day_ago,TSLA_vol_4_day_ago,TSLA_vol_5_day_ago,META_1_day_ago,META_2_day_ago,META_3_day_ago,META_4_day_ago,META_5_day_ago,META_vol_1_day_ago,META_vol_2_day_ago,META_vol_3_day_ago,META_vol_4_day_ago,META_vol_5_day_ago,AMZN_1_day_ago,AMZN_2_day_ago,AMZN_3_day_ago,AMZN_4_day_ago,AMZN_5_day_ago,AMZN_vol_1_day_ago,AMZN_vol_2_day_ago,AMZN_vol_3_day_ago,AMZN_vol_4_day_ago,AMZN_vol_5_day_ago
55.32258224487305,56.10228729248047,56.138729095458984,56.16787338256836,56.38645935058594,55.77437973022461,8433200.0,10305200.0,9275400.0,11783500.0,11165600.0,55.11566925048828,54.96250915527344,55.006263732910156,55.06460952758789,53.73723602294922,4971300.0,5645200.0,7637900.0,10825700.0,9345800.0,56.819908142089844,56.82736587524414,56.664737701416016,56.89387512207031,56.30248260498047,8571500.0,9465700.0,7857500.0,9747400.0,10528400.0,80.74369049072266,80.36854553222656,80.67982482910156,81.33432006835938,81.54986572265625,1576200.0,2730500.0,1915100.0,1894200.0,4239800.0,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,2.4693329334259033,38209500.0,135567000.0,46830000.0,40521000.0,30264000.0,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,28.31999969482422,36350200.0,49642300.0,42098200.0,49396400.0,33109300.0,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,13.254500389099121,62496000.0,72748000.0,70578000.0,57084000.0,79598000.0
55.43915939331055,55.32258224487305,56.10228729248047,56.138729095458984,56.16787338256836,56.38645935058594,9970400.0,8433200.0,10305200.0,9275400.0,11783500.0,54.83853530883789,55.11566925048828,54.96250915527344,55.006263732910156,55.06460952758789,7600400.0,4971300.0,5645200.0,7637900.0,10825700.0,56.31319046020508,56.819908142089844,56.82736587524414,56.664737701416016,56.89387512207031,10603300.0,8571500.0,9465700.0,7857500.0,9747400.0,79.88963317871094,80.74369049072266,80.36854553222656,80.67982482910156,81.33432006835938,1644000.0,1576200.0,2730500.0,1915100.0,1894200.0,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,43341000.0,38209500.0,135567000.0,46830000.0,40521000.0,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,34652000.0,36350200.0,49642300.0,42098200.0,49396400.0,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,60648000.0,62496000.0,72748000.0,70578000.0,57084000.0
55.92739486694336,55.43915939331055,55.32258224487305,56.10228729248047,56.138729095458984,56.16787338256836,8378900.0,9970400.0,8433200.0,10305200.0,9275400.0,55.15211868286133,54.83853530883789,55.11566925048828,54.96250915527344,55.006263732910156,6176900.0,7600400.0,4971300.0,5645200.0,7637900.0,56.44732666015625,56.31319046020508,56.819908142089844,56.82736587524414,56.664737701416016,10742100.0,10603300.0,8571500.0,9465700.0,7857500.0,79.37876892089844,79.88963317871094,80.74369049072266,80.36854553222656,80.67982482910156,2915100.0,1644000.0,1576200.0,2730500.0,1915100.0,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,41443500.0,43341000.0,38209500.0,135567000.0,46830000.0,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,31611700.0,34652000.0,36350200.0,49642300.0,42098200.0,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,66972000.0,60648000.0,62496000.0,72748000.0,70578000.0
55.51203918457031,55.92739486694336,55.43915939331055,55.32258224487305,56.10228729248047,56.138729095458984,7567800.0,8378900.0,9970400.0,8433200.0,10305200.0,55.44374084472656,55.15211868286133,54.83853530883789,55.11566925048828,54.96250915527344,4655800.0,6176900.0,7600400.0,4971300.0,5645200.0,56.87207794189453,56.44732666015625,56.31319046020508,56.819908142089844,56.82736587524414,8180300.0,10742100.0,10603300.0,8571500.0,9465700.0,80.40048217773438,79.37876892089844,79.88963317871094,80.74369049072266,80.36854553222656,2511000.0,2915100.0,1644000.0,1576200.0,2730500.0,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,29388000.0,41443500.0,43341000.0,38209500.0,135567000.0,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,44319700.0,31611700.0,34652000.0,36350200.0,49642300.0,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,58162000.0,66972000.0,60648000.0,62496000.0,72748000.0
55.737945556640625,55.51203918457031,55.92739486694336,55.43915939331055,55.32258224487305,56.10228729248047,10466900.0,7567800.0,8378900.0,9970400.0,8433200.0,55.65675735473633,55.44374084472656,55.15211868286133,54.83853530883789,55.11566925048828,6007400.0,4655800.0,6176900.0,7600400.0,4971300.0,56.715614318847656,56.87207794189453,56.44732666015625,56.31319046020508,56.819908142089844,11806300.0,8180300.0,10742100.0,10603300.0,8571500.0,80.8474349975586,80.40048217773438,79.37876892089844,79.88963317871094,80.74369049072266,2213200.0,2511000.0,2915100.0,1644000.0,1576200.0,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,29473500.0,29388000.0,41443500.0,43341000.0,38209500.0,27.25,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,83027800.0,44319700.0,31611700.0,34652000.0,36350200.0,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,53344000.0,58162000.0,66972000.0,60648000.0,62496000.0
55.87638473510742,55.737945556640625,55.51203918457031,55.92739486694336,55.43915939331055,55.32258224487305,9599700.0,10466900.0,7567800.0,8378900.0,9970400.0,55.77430725097656,55.65675735473633,55.44374084472656,55.15211868286133,54.83853530883789,4282100.0,6007400.0,4655800.0,6176900.0,7600400.0,57.155250549316406,56.715614318847656,56.87207794189453,56.44732666015625,56.31319046020508,9528300.0,11806300.0,8180300.0,10742100.0,10603300.0,80.95120239257812,80.8474349975586,80.40048217773438,79.37876892089844,79.88963317871094,1790100.0,2213200.0,2511000.0,2915100.0,1644000.0,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,23199000.0,29473500.0,29388000.0,41443500.0,43341000.0,27.780000686645508,27.25,26.8700008392334,27.389999389648438,27.270000457763672,54064800.0,83027800.0,44319700.0,31611700.0,34652000.0,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,59140000.0,53344000.0,58162000.0,66972000.0,60648000.0
56.145999908447266,55.87638473510742,55.737945556640625,55.51203918457031,55.92739486694336,55.43915939331055,7631000.0,9599700.0,10466900.0,7567800.0,8378900.0,56.26642990112305,55.77430725097656,55.65675735473633,55.44374084472656,55.15211868286133,5558800.0,4282100.0,6007400.0,4655800.0,6176900.0,57.52783203125,57.155250549316406,56.715614318847656,56.87207794189453,56.44732666015625,12628000.0,9528300.0,11806300.0,8180300.0,10742100.0,82.5555419921875,80.95120239257812,80.8474349975586,80.40048217773438,79.37876892089844,1942000.0,1790100.0,2213200.0,2511000.0,2915100.0,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,26365500.0,23199000.0,29473500.0,29388000.0,41443500.0,27.719999313354492,27.780000686645508,27.25,26.8700008392334,27.389999389648438,32400700.0,54064800.0,83027800.0,44319700.0,31611700.0,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,69060000.0,59140000.0,53344000.0,58162000.0,66972000.0
56.255313873291016,56.145999908447266,55.87638473510742,55.737945556640625,55.51203918457031,55.92739486694336,9716200.0,7631000.0,9599700.0,10466900.0,7567800.0,56.48679733276367,56.26642990112305,55.77430725097656,55.65675735473633,55.44374084472656,7424800.0,5558800.0,4282100.0,6007400.0,4655800.0,57.870609283447266,57.52783203125,57.155250549316406,56.715614318847656,56.87207794189453,9399400.0,12628000.0,9528300.0,11806300.0,8180300.0,82.33204650878906,82.5555419921875,80.95120239257812,80.8474349975586,80.40048217773438,1611700.0,1942000.0,1790100.0,2213200.0,2511000.0,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,31305000.0,26365500.0,23199000.0,29473500.0,29388000.0,27.520000457763672,27.719999313354492,27.780000686645508,27.25,26.8700008392334,40622200.0,32400700.0,54064800.0,83027800.0,44319700.0,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,73724000.0,69060000.0,59140000.0,53344000.0,58162000.0
56.03668212890625,56.255313873291016,56.145999908447266,55.87638473510742,55.737945556640625,55.51203918457031,7194700.0,9716200.0,7631000.0,9599700.0,10466900.0,56.413352966308594,56.48679733276367,56.26642990112305,55.77430725097656,55.65675735473633,3940800.0,7424800.0,5558800.0,4282100.0,6007400.0,57.669410705566406,57.870609283447266,57.52783203125,57.155250549316406,56.715614318847656,8535200.0,9399400.0,12628000.0,9528300.0,11806300.0,81.86113739013672,82.33204650878906,82.5555419921875,80.95120239257812,80.8474349975586,1254400.0,1611700.0,1942000.0,1790100.0,2213200.0,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,17250000.0,31305000.0,26365500.0,23199000.0,29473500.0,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,27.25,33532600.0,40622200.0,32400700.0,54064800.0,83027800.0,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,41014000.0,73724000.0,69060000.0,59140000.0,53344000.0
56.240718841552734,56.03668212890625,56.255313873291016,56.145999908447266,55.87638473510742,55.737945556640625,7111400.0,7194700.0,9716200.0,7631000.0,9599700.0,56.663089752197266,56.413352966308594,56.48679733276367,56.26642990112305,55.77430725097656,4461600.0,3940800.0,7424800.0,5558800.0,4282100.0,57.93769073486328,57.669410705566406,57.870609283447266,57.52783203125,57.155250549316406,7996500.0,8535200.0,9399400.0,12628000.0,9528300.0,81.39022064208984,81.86113739013672,82.33204650878906,82.5555419921875,80.95120239257812,2603300.0,1254400.0,1611700.0,1942000.0,1790100.0,2.5486669540405273,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,17374500.0,17250000.0,31305000.0,26365500.0,23199000.0,28.579999923706055,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,74540200.0,33532600.0,40622200.0,32400700.0,54064800.0,13.694000244140625,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,38780000.0,41014000.0,73724000.0,69060000.0,59140000.0
