CVX,CVX_1_day_ago,CVX_2_day_ago,CVX_3_day_ago,CVX_4_day_ago,CVX_5_day_ago,CVX_vol_1_day_ago,CVX_vol_2_day_ago,CVX_vol_3_day_ago,CVX_vol_4_day_ago,CVX_vol_5_day_ago,XOM_1_day_ago,XOM_2_day_ago,XOM_3_day_ago,XOM_4_day_ago,XOM_5_day_ago,XOM_vol_1_day_ago,XOM_vol_2_day_ago,XOM_vol_3_day_ago,XOM_vol_4_day_ago,XOM_vol_5_day_ago,JPM_1_day_ago,JPM_2_day_ago,JPM_3_day_ago,JPM_4_day_ago,JPM_5_day_ago,JPM_vol_1_day_ago,JPM_vol_2_day_ago,JPM_vol_3_day_ago,JPM_vol_4_day_ago,JPM_vol_5_day_ago,MA_1_day_ago,MA_2_day_ago,MA_3_day_ago,MA_4_day_ago,MA_5_day_ago,MA_vol_1_day_ago,MA_vol_2_day_ago,MA_vol_3_day_ago,MA_vol_4_day_ago,MA_vol_5_day_ago,TSLA_1_day_ago,TSLA_2_day_ago,TSLA_3_day_ago,TSLA_4_day_ago,TSLA_5_day_ago,TSLA_vol_1_day_ago,TSLA_vol_2_day_ago,TSLA_vol_3_day_ago,TSLA_vol_4_day_ago,TSLA_vol_5_day_ago,AMZN_1_day_ago,AMZN_2_day_ago,AMZN_3_day_ago,AMZN_4_day_ago,AMZN_5_day_ago,AMZN_vol_1_day_ago,AMZN_vol_2_day_ago,AMZN_vol_3_day_ago,AMZN_vol_4_day_ago,AMZN_vol_5_day_ago,META_1_day_ago,META_2_day_ago,META_3_day_ago,META_4_day_ago,META_5_day_ago,META_vol_1_day_ago,META_vol_2_day_ago,META_vol_3_day_ago,META_vol_4_day_ago,META_vol_5_day_ago
72.80683135986328,74.3586654663086,73.73663330078125,73.73663330078125,74.33297729492188,73.71741485595703,5207200.0,4795100.0,5447000.0,5023300.0,6353200.0,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,55.78313064575195,10260200.0,10939800.0,13936400.0,12158900.0,15696900.0,36.01128005981445,35.52534484863281,35.79039764404297,36.408878326416016,35.989192962646484,23584100.0,24437700.0,24786700.0,20445900.0,20016200.0,49.02956008911133,48.63272476196289,48.007476806640625,48.93877029418945,48.96405029296875,6591000.0,6814000.0,5377000.0,4234000.0,7032000.0,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,2.4693329334259033,38209500.0,135567000.0,46830000.0,40521000.0,30264000.0,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,13.254500389099121,62496000.0,72748000.0,70578000.0,57084000.0,79598000.0,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,28.31999969482422,36350200.0,49642300.0,42098200.0,49396400.0,33109300.0
73.71741485595703,72.80683135986328,74.3586654663086,73.73663330078125,73.73663330078125,74.33297729492188,7522800.0,5207200.0,4795100.0,5447000.0,5023300.0,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,56.389183044433594,15302900.0,10260200.0,10939800.0,13936400.0,12158900.0,35.120391845703125,36.01128005981445,35.52534484863281,35.79039764404297,36.408878326416016,32775500.0,23584100.0,24437700.0,24786700.0,20445900.0,47.81932830810547,49.02956008911133,48.63272476196289,48.007476806640625,48.93877029418945,8672000.0,6591000.0,6814000.0,5377000.0,4234000.0,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,2.618666887283325,43341000.0,38209500.0,135567000.0,46830000.0,40521000.0,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,13.487500190734863,60648000.0,62496000.0,72748000.0,70578000.0,57084000.0,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,28.93000030517578,34652000.0,36350200.0,49642300.0,42098200.0,49396400.0
74.80110931396484,73.71741485595703,72.80683135986328,74.3586654663086,73.73663330078125,73.73663330078125,6113100.0,7522800.0,5207200.0,4795100.0,5447000.0,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,56.16822052001953,15073200.0,15302900.0,10260200.0,10939800.0,13936400.0,35.046756744384766,35.120391845703125,36.01128005981445,35.52534484863281,35.79039764404297,39401400.0,32775500.0,23584100.0,24437700.0,24786700.0,47.707027435302734,47.81932830810547,49.02956008911133,48.63272476196289,48.007476806640625,7955000.0,8672000.0,6591000.0,6814000.0,5377000.0,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,2.569333076477051,41443500.0,43341000.0,38209500.0,135567000.0,46830000.0,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,13.320500373840332,66972000.0,60648000.0,62496000.0,72748000.0,70578000.0,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,28.459999084472656,31611700.0,34652000.0,36350200.0,49642300.0,42098200.0
75.12173461914062,74.80110931396484,73.71741485595703,72.80683135986328,74.3586654663086,73.73663330078125,4540600.0,6113100.0,7522800.0,5207200.0,4795100.0,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,55.92832565307617,11195200.0,15073200.0,15302900.0,10260200.0,10939800.0,36.28370666503906,35.046756744384766,35.120391845703125,36.01128005981445,35.52534484863281,31921200.0,39401400.0,32775500.0,23584100.0,24437700.0,48.220890045166016,47.707027435302734,47.81932830810547,49.02956008911133,48.63272476196289,6994000.0,7955000.0,8672000.0,6591000.0,6814000.0,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,2.3440001010894775,29388000.0,41443500.0,43341000.0,38209500.0,135567000.0,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,13.29699993133545,58162000.0,66972000.0,60648000.0,62496000.0,72748000.0,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,27.280000686645508,44319700.0,31611700.0,34652000.0,36350200.0,49642300.0
74.96143341064453,75.12173461914062,74.80110931396484,73.71741485595703,72.80683135986328,74.3586654663086,5953600.0,4540600.0,6113100.0,7522800.0,5207200.0,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,56.31342315673828,14552000.0,11195200.0,15073200.0,15302900.0,10260200.0,36.018646240234375,36.28370666503906,35.046756744384766,35.120391845703125,36.01128005981445,24711500.0,31921200.0,39401400.0,32775500.0,23584100.0,48.467044830322266,48.220890045166016,47.707027435302734,47.81932830810547,49.02956008911133,6148000.0,6994000.0,7955000.0,8672000.0,6591000.0,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,2.4073328971862793,29473500.0,29388000.0,41443500.0,43341000.0,38209500.0,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,13.270999908447266,53344000.0,58162000.0,66972000.0,60648000.0,62496000.0,27.25,26.8700008392334,27.389999389648438,27.270000457763672,27.1299991607666,83027800.0,44319700.0,31611700.0,34652000.0,36350200.0
75.33972930908203,74.96143341064453,75.12173461914062,74.80110931396484,73.71741485595703,72.80683135986328,5570300.0,5953600.0,4540600.0,6113100.0,7522800.0,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,55.3664665222168,11301600.0,14552000.0,11195200.0,15073200.0,15302900.0,36.01128005981445,36.018646240234375,36.28370666503906,35.046756744384766,35.120391845703125,25923400.0,24711500.0,31921200.0,39401400.0,32775500.0,48.511962890625,48.467044830322266,48.220890045166016,47.707027435302734,47.81932830810547,4142000.0,6148000.0,6994000.0,7955000.0,8672000.0,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,2.2920000553131104,23199000.0,29473500.0,29388000.0,41443500.0,43341000.0,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,12.993499755859375,59140000.0,53344000.0,58162000.0,66972000.0,60648000.0,27.780000686645508,27.25,26.8700008392334,27.389999389648438,27.270000457763672,54064800.0,83027800.0,44319700.0,31611700.0,34652000.0
75.62187957763672,75.33972930908203,74.96143341064453,75.12173461914062,74.80110931396484,73.71741485595703,5046700.0,5570300.0,5953600.0,4540600.0,6113100.0,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,55.877838134765625,10994000.0,11301600.0,14552000.0,11195200.0,15073200.0,36.15117263793945,36.01128005981445,36.018646240234375,36.28370666503906,35.046756744384766,17695200.0,25923400.0,24711500.0,31921200.0,39401400.0,48.803062438964844,48.511962890625,48.467044830322266,48.220890045166016,47.707027435302734,3486000.0,4142000.0,6148000.0,6994000.0,7955000.0,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,2.295332908630371,26365500.0,23199000.0,29473500.0,29388000.0,41443500.0,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,12.968000411987305,69060000.0,59140000.0,53344000.0,58162000.0,66972000.0,27.719999313354492,27.780000686645508,27.25,26.8700008392334,27.389999389648438,32400700.0,54064800.0,83027800.0,44319700.0,31611700.0
75.9681625366211,75.62187957763672,75.33972930908203,74.96143341064453,75.12173461914062,74.80110931396484,6356000.0,5046700.0,5570300.0,5953600.0,4540600.0,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,56.52177047729492,13072600.0,10994000.0,11301600.0,14552000.0,11195200.0,36.438331604003906,36.15117263793945,36.01128005981445,36.018646240234375,36.28370666503906,25561100.0,17695200.0,25923400.0,24711500.0,31921200.0,49.33563995361328,48.803062438964844,48.511962890625,48.467044830322266,48.220890045166016,5895000.0,3486000.0,4142000.0,6148000.0,6994000.0,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,2.3399999141693115,31305000.0,26365500.0,23199000.0,29473500.0,29388000.0,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,13.162500381469727,73724000.0,69060000.0,59140000.0,53344000.0,58162000.0,27.520000457763672,27.719999313354492,27.780000686645508,27.25,26.8700008392334,40622200.0,32400700.0,54064800.0,83027800.0,44319700.0
76.02588653564453,75.9681625366211,75.62187957763672,75.33972930908203,74.96143341064453,75.12173461914062,5362200.0,6356000.0,5046700.0,5570300.0,5953600.0,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,56.534393310546875,13234400.0,13072600.0,10994000.0,11301600.0,14552000.0,36.83590316772461,36.438331604003906,36.15117263793945,36.01128005981445,36.018646240234375,19607900.0,25561100.0,17695200.0,25923400.0,24711500.0,49.38056945800781,49.33563995361328,48.803062438964844,48.511962890625,48.467044830322266,5179000.0,5895000.0,3486000.0,4142000.0,6148000.0,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,2.322000026702881,17250000.0,31305000.0,26365500.0,23199000.0,29473500.0,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,13.213500022888184,41014000.0,73724000.0,69060000.0,59140000.0,53344000.0,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,27.25,33532600.0,40622200.0,32400700.0,54064800.0,83027800.0
76.03228759765625,76.02588653564453,75.9681625366211,75.62187957763672,75.33972930908203,74.96143341064453,4378700.0,5362200.0,6356000.0,5046700.0,5570300.0,56.00409698486328,56.54070281982422,56.57228088378906,56.15560531616211,56.45863723754883,12905300.0,13234400.0,13072600.0,10994000.0,11301600.0,37.27767562866211,36.83590316772461,36.438331604003906,36.15117263793945,36.01128005981445,24245400.0,19607900.0,25561100.0,17695200.0,25923400.0,49.295379638671875,49.38056945800781,49.33563995361328,48.803062438964844,48.511962890625,6685000.0,5179000.0,5895000.0,3486000.0,4142000.0,2.5486669540405273,2.512666940689087,2.4433329105377197,2.371999979019165,2.309999942779541,17374500.0,17250000.0,31305000.0,26365500.0,23199000.0,13.694000244140625,13.689499855041504,13.779500007629395,13.655500411987305,13.286999702453613,38780000.0,41014000.0,73724000.0,69060000.0,59140000.0,28.579999923706055,27.450000762939453,27.520000457763672,27.719999313354492,27.780000686645508,74540200.0,33532600.0,40622200.0,32400700.0,54064800.0
